일자,시각,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),일조(hr),일사(MJ/m2),적설(cm)
2017-04-11,0,15.1,,1.3,270.0,35.0,,,
2017-04-11,1,14.6,,1.4,270.0,37.0,,,
2017-04-11,2,14.3,,1.4,270.0,38.0,,,
2017-04-11,3,14.0,,1.6,270.0,43.0,,,
2017-04-11,4,13.5,,1.0,250.0,46.0,,,
2017-04-11,5,13.2,,1.1,250.0,48.0,,,
2017-04-11,6,13.0,,0.8,180.0,46.0,,,
2017-04-11,7,12.6,,5.3,250.0,53.0,0.0,0.06,
2017-04-11,8,12.0,,3.6,270.0,55.0,0.0,0.19,
2017-04-11,9,12.6,,2.5,290.0,50.0,0.0,0.52,
2017-04-11,10,14.5,,2.7,340.0,41.0,0.8,1.61,
2017-04-11,11,16.0,,2.3,290.0,39.0,0.8,1.99,
2017-04-11,12,18.7,,3.2,270.0,35.0,1.0,2.6,
2017-04-11,13,18.9,,5.0,250.0,34.0,1.0,2.77,
2017-04-11,14,19.7,,4.5,250.0,31.0,1.0,2.63,
2017-04-11,15,19.7,,5.4,250.0,38.0,1.0,2.0,
2017-04-11,16,19.9,,4.5,230.0,34.0,1.0,1.78,
2017-04-11,17,19.4,,4.5,250.0,37.0,1.0,1.35,
2017-04-11,18,18.7,,4.7,250.0,37.0,1.0,0.74,
2017-04-11,19,17.4,,3.5,290.0,30.0,0.4,0.18,
2017-04-11,20,16.0,,6.0,290.0,21.0,0.0,0.0,
2017-04-11,21,14.4,,5.1,290.0,22.0,,,
2017-04-11,22,13.2,,4.6,270.0,22.0,,,
2017-04-11,23,12.2,,2.5,270.0,23.0,,,
2017-04-12,0,11.5,,3.2,270.0,23.0,,,
2017-04-12,1,10.8,,1.4,270.0,22.0,,,
2017-04-12,2,10.3,,2.4,320.0,20.0,,,
2017-04-12,3,10.2,,4.2,320.0,14.0,,,
2017-04-12,4,10.9,,3.8,360.0,10.0,,,
2017-04-12,5,10.4,,3.6,20.0,12.0,,,
2017-04-12,6,9.3,,1.9,270.0,14.0,,,
2017-04-12,7,9.0,,2.5,290.0,17.0,0.3,0.16,
2017-04-12,8,9.8,,2.2,290.0,17.0,1.0,0.7,
2017-04-12,9,11.1,,3.9,290.0,18.0,1.0,1.34,
2017-04-12,10,12.3,,4.5,290.0,13.0,1.0,1.95,
2017-04-12,11,13.1,,4.6,290.0,14.0,1.0,2.44,
2017-04-12,12,14.3,,4.5,290.0,14.0,1.0,2.8,
2017-04-12,13,14.6,,6.7,250.0,14.0,1.0,2.92,
2017-04-12,14,15.9,,4.3,270.0,15.0,1.0,2.83,
2017-04-12,15,15.8,,5.3,250.0,17.0,1.0,2.52,
2017-04-12,16,15.2,,5.8,230.0,14.0,1.0,2.04,
2017-04-12,17,14.0,,3.7,230.0,14.0,1.0,1.34,
2017-04-12,18,12.4,,4.5,230.0,15.0,0.4,0.39,
2017-04-12,19,11.3,,3.6,250.0,16.0,0.5,0.19,
2017-04-12,20,10.5,,2.6,230.0,17.0,0.0,0.0,
2017-04-12,21,10.1,,3.1,250.0,20.0,,,
2017-04-12,22,9.5,,2.9,270.0,37.0,,,
2017-04-12,23,9.0,,2.6,250.0,52.0,,,
2017-04-13,0,8.8,,3.6,250.0,62.0,,,
2017-04-13,1,8.4,,2.0,270.0,68.0,,,
2017-04-13,2,7.9,,1.7,270.0,73.0,,,
2017-04-13,3,7.5,,0.4,0.0,79.0,,,
2017-04-13,4,6.8,,1.1,270.0,81.0,,,
2017-04-13,5,6.6,,0.4,0.0,83.0,,,
2017-04-13,6,6.4,,0.7,340.0,83.0,,,
2017-04-13,7,6.3,,1.9,20.0,76.0,0.6,0.19,
2017-04-13,8,8.7,,1.7,20.0,63.0,1.0,0.69,
2017-04-13,9,11.2,,1.5,230.0,58.0,1.0,1.28,
2017-04-13,10,13.3,,1.6,200.0,40.0,1.0,1.86,
2017-04-13,11,15.5,,2.2,200.0,25.0,1.0,2.29,
2017-04-13,12,16.3,,1.8,250.0,22.0,0.7,1.94,
2017-04-13,13,16.5,0.0,3.8,230.0,20.0,0.5,1.46,
2017-04-13,14,18.0,0.0,3.3,200.0,20.0,0.7,1.59,
2017-04-13,15,19.0,,3.0,230.0,22.0,1.0,1.87,
2017-04-13,16,19.1,,4.3,230.0,31.0,1.0,1.75,
2017-04-13,17,17.4,,4.8,200.0,44.0,0.9,1.02,
2017-04-13,18,15.9,,4.9,200.0,53.0,0.0,0.51,
2017-04-13,19,14.0,,4.9,200.0,65.0,0.0,0.17,
2017-04-13,20,13.6,,2.9,230.0,67.0,0.0,0.0,
2017-04-13,21,13.3,,3.6,230.0,66.0,,,
2017-04-13,22,12.7,,2.1,250.0,60.0,,,
2017-04-13,23,12.4,,2.6,200.0,55.0,,,
2017-04-14,0,12.2,,3.0,200.0,49.0,,,
2017-04-14,1,12.4,,3.5,180.0,42.0,,,
2017-04-14,2,12.1,,3.0,200.0,40.0,,,
2017-04-14,3,11.7,,2.2,200.0,38.0,,,
2017-04-14,4,11.1,,0.9,160.0,38.0,,,
2017-04-14,5,10.5,,1.1,70.0,42.0,,,
2017-04-14,6,10.1,,1.1,20.0,42.0,0.0,0.0,
2017-04-14,7,10.5,,0.6,20.0,35.0,0.5,0.18,
2017-04-14,8,13.4,,3.2,200.0,29.0,1.0,0.68,
2017-04-14,9,15.1,,7.3,180.0,37.0,1.0,1.25,
2017-04-14,10,16.9,,5.5,200.0,35.0,1.0,1.6,
2017-04-14,11,17.3,,7.7,180.0,37.0,0.8,1.84,
2017-04-14,12,16.8,0.0,7.5,200.0,43.0,0.2,1.18,
2017-04-14,13,13.2,1.5,4.7,230.0,81.0,0.0,0.26,
2017-04-14,14,12.3,4.0,2.5,230.0,89.0,0.0,0.13,
2017-04-14,15,13.0,,3.7,230.0,74.0,0.0,0.28,
2017-04-14,16,12.9,0.5,3.3,250.0,82.0,0.0,0.26,
2017-04-14,17,13.3,0.0,4.3,230.0,73.0,0.0,0.2,
2017-04-14,18,13.3,0.0,2.0,230.0,71.0,0.1,0.32,
2017-04-14,19,12.9,,4.0,200.0,70.0,0.0,0.07,
2017-04-14,20,12.5,,4.0,230.0,73.0,0.0,0.01,
2017-04-14,21,12.2,,2.5,200.0,76.0,,,
2017-04-14,22,11.8,,2.6,230.0,78.0,,,
2017-04-14,23,11.7,,3.5,230.0,80.0,,,
2017-04-15,0,11.5,,2.4,230.0,82.0,,,
2017-04-15,1,11.4,,1.6,200.0,83.0,,,
2017-04-15,2,11.3,,1.3,180.0,82.0,,,
2017-04-15,3,11.0,,0.9,160.0,84.0,,,
2017-04-15,4,11.0,,1.6,90.0,84.0,,,
2017-04-15,5,11.1,,1.5,70.0,83.0,,,
2017-04-15,6,11.4,,1.6,110.0,82.0,0.0,0.0,
2017-04-15,7,11.4,,2.1,70.0,82.0,0.0,0.14,
2017-04-15,8,12.4,,1.6,50.0,77.0,0.0,0.48,
2017-04-15,9,14.7,,1.8,70.0,66.0,0.4,1.0,
2017-04-15,10,16.8,,1.3,90.0,61.0,1.0,1.88,
2017-04-15,11,18.6,,1.4,70.0,57.0,1.0,2.25,
2017-04-15,12,20.1,,1.4,320.0,48.0,1.0,2.6,
2017-04-15,13,21.9,,2.3,200.0,45.0,1.0,2.7,
2017-04-15,14,23.3,,2.7,230.0,37.0,1.0,2.55,
2017-04-15,15,24.2,,3.4,230.0,33.0,1.0,2.29,
2017-04-15,16,22.4,,4.5,270.0,39.0,1.0,1.9,
2017-04-15,17,22.1,,3.0,250.0,41.0,1.0,1.35,
2017-04-15,18,20.7,,3.8,270.0,42.0,1.0,0.68,
2017-04-15,19,19.2,,2.6,250.0,48.0,0.4,0.19,
2017-04-15,20,18.0,,2.7,250.0,51.0,0.0,0.0,
2017-04-15,21,17.2,,2.6,250.0,55.0,,,
2017-04-15,22,16.3,,1.8,270.0,60.0,,,
2017-04-15,23,15.6,,2.3,270.0,62.0,,,
2017-04-16,0,15.0,,1.5,270.0,65.0,,,
2017-04-16,1,14.3,,0.4,0.0,70.0,,,
2017-04-16,2,13.5,,0.2,0.0,72.0,,,
2017-04-16,3,13.4,,0.0,0.0,74.0,,,
2017-04-16,4,13.2,,0.1,0.0,76.0,,,
2017-04-16,5,13.0,,1.2,230.0,80.0,,,
2017-04-16,6,13.2,,0.6,270.0,85.0,0.0,0.0,
2017-04-16,7,12.9,,2.1,50.0,86.0,0.0,0.12,
2017-04-16,8,14.7,,2.0,50.0,68.0,0.6,0.6,
2017-04-16,9,17.2,,0.8,20.0,56.0,1.0,1.24,
2017-04-16,10,19.9,,1.1,70.0,51.0,1.0,1.75,
2017-04-16,11,21.4,,,,44.0,1.0,2.1,
2017-04-16,12,22.6,,,,41.0,1.0,2.31,
2017-04-16,13,23.4,,2.6,230.0,43.0,,,
2017-04-16,14,23.9,,3.4,270.0,40.0,1.0,,
2017-04-16,15,23.4,,3.6,250.0,39.0,0.9,,
2017-04-16,16,23.5,,2.8,270.0,38.0,0.0,,
2017-04-16,17,23.2,,1.3,290.0,35.0,0.0,,
2017-04-16,18,22.3,,1.1,290.0,36.0,0.0,,
2017-04-16,19,21.5,,1.0,340.0,33.0,0.0,,
2017-04-16,20,20.4,,0.1,0.0,39.0,0.0,,
2017-04-16,21,19.9,,0.8,50.0,42.0,,,
2017-04-16,22,19.2,,1.9,50.0,46.0,,,
2017-04-16,23,18.5,,0.9,20.0,46.0,,,
2017-04-17,0,17.9,,1.3,50.0,50.0,,,
2017-04-17,1,17.4,,0.5,360.0,50.0,,,
2017-04-17,2,17.1,,1.4,230.0,50.0,,,
2017-04-17,3,16.4,,2.8,290.0,61.0,,,
2017-04-17,4,16.2,,1.0,340.0,63.0,,,
2017-04-17,5,16.0,,1.3,340.0,56.0,,,
2017-04-17,6,16.2,,1.7,110.0,51.0,0.0,0.0,
2017-04-17,7,16.6,,3.1,110.0,46.0,0.0,0.07,
2017-04-17,8,17.1,,1.6,20.0,50.0,0.0,0.3,
2017-04-17,9,17.3,,1.0,70.0,41.0,0.0,0.21,
2017-04-17,10,17.8,0.0,0.9,180.0,39.0,0.0,0.18,
2017-04-17,11,17.9,0.1,2.0,20.0,51.0,0.0,0.28,
2017-04-17,12,16.1,0.9,4.4,340.0,66.0,0.0,0.25,
2017-04-17,13,13.8,0.5,4.8,340.0,74.0,0.0,0.3,
2017-04-17,14,13.2,2.0,5.0,50.0,86.0,0.0,0.24,
2017-04-17,15,13.2,1.5,3.3,50.0,87.0,0.0,0.41,
2017-04-17,16,14.6,0.5,2.7,20.0,84.0,0.0,0.94,
2017-04-17,17,15.1,,2.0,320.0,76.0,0.5,0.88,
2017-04-17,18,14.6,,3.0,320.0,76.0,0.0,0.25,
2017-04-17,19,14.2,,2.5,320.0,76.0,0.2,0.11,
2017-04-17,20,13.5,,3.6,340.0,71.0,0.0,0.02,
2017-04-17,21,12.8,,1.3,290.0,72.0,,,
2017-04-17,22,12.1,,1.0,270.0,76.0,,,
2017-04-17,23,11.5,,1.0,70.0,74.0,,,
2017-04-18,0,11.2,,1.2,250.0,78.0,,,
2017-04-18,1,10.9,,0.8,250.0,79.0,,,
2017-04-18,2,10.6,,1.9,250.0,82.0,,,
2017-04-18,3,10.4,,0.2,0.0,83.0,,,
2017-04-18,4,9.9,,0.5,320.0,85.0,,,
2017-04-18,5,9.8,,0.1,0.0,84.0,,,
2017-04-18,6,10.1,,0.8,50.0,84.0,0.0,0.01,
2017-04-18,7,10.7,,1.3,90.0,82.0,0.0,0.17,
2017-04-18,8,11.8,,2.0,140.0,80.0,0.3,0.47,
2017-04-18,9,13.5,,3.5,110.0,71.0,0.7,0.97,
2017-04-18,10,14.5,,2.1,110.0,67.0,0.6,1.02,
2017-04-18,11,17.2,,3.4,140.0,56.0,0.7,1.61,
2017-04-18,12,16.6,,3.7,180.0,60.0,0.1,0.71,
2017-04-18,13,14.4,3.0,3.5,230.0,79.0,0.0,0.12,
2017-04-18,14,12.7,1.0,4.8,230.0,88.0,0.0,0.09,
2017-04-18,15,11.6,2.5,4.3,250.0,92.0,0.0,0.11,
2017-04-18,16,11.5,1.0,3.0,230.0,91.0,0.0,0.21,
2017-04-18,17,11.2,,3.3,340.0,90.0,0.0,0.22,
2017-04-18,18,11.4,,2.2,230.0,87.0,0.1,0.35,
2017-04-18,19,11.4,,2.5,270.0,85.0,0.2,0.13,
2017-04-18,20,10.8,,3.3,250.0,77.0,0.0,0.01,
2017-04-18,21,10.4,,3.0,250.0,70.0,,,
2017-04-18,22,9.9,,3.3,250.0,69.0,,,
2017-04-18,23,9.6,,3.2,270.0,66.0,,,
2017-04-19,0,9.4,,2.5,270.0,65.0,,,
2017-04-19,1,8.8,,2.3,270.0,68.0,,,
2017-04-19,2,8.6,,2.0,250.0,68.0,,,
2017-04-19,3,8.0,,0.5,290.0,66.0,,,
2017-04-19,4,7.5,,0.9,290.0,68.0,,,
2017-04-19,5,7.1,,1.0,270.0,68.0,,,
2017-04-19,6,7.0,,1.1,290.0,75.0,0.0,0.01,
2017-04-19,7,7.7,,1.5,290.0,66.0,0.6,0.23,
2017-04-19,8,9.8,,3.3,270.0,58.0,1.0,0.8,
2017-04-19,9,12.2,,3.5,290.0,41.0,1.0,1.5,
2017-04-19,10,13.7,,3.8,290.0,36.0,1.0,2.11,
2017-04-19,11,15.3,,3.5,270.0,27.0,1.0,2.59,
2017-04-19,12,15.8,,6.3,270.0,27.0,1.0,2.92,
2017-04-19,13,17.2,,3.5,270.0,28.0,1.0,2.92,
2017-04-19,14,17.9,,3.2,230.0,33.0,1.0,2.88,
2017-04-19,15,18.2,,2.7,250.0,30.0,1.0,2.49,
2017-04-19,16,17.7,,4.9,250.0,29.0,1.0,2.09,
2017-04-19,17,17.4,,4.1,270.0,30.0,1.0,1.5,
2017-04-19,18,16.0,,3.7,270.0,28.0,1.0,0.79,
2017-04-19,19,14.2,,3.6,270.0,33.0,0.7,0.24,
2017-04-19,20,12.7,,3.5,270.0,37.0,0.0,0.01,
2017-04-19,21,12.1,,1.8,290.0,38.0,,,
2017-04-19,22,11.2,,1.6,290.0,39.0,,,
2017-04-19,23,11.1,,1.4,270.0,39.0,,,
2017-04-20,0,11.4,,1.7,270.0,40.0,,,
2017-04-20,1,11.4,,2.1,290.0,40.0,,,
2017-04-20,2,10.7,0.1,3.3,50.0,56.0,,,
2017-04-20,3,10.7,,2.2,160.0,45.0,,,
2017-04-20,4,10.9,,2.5,290.0,44.0,,,
2017-04-20,5,10.4,,1.7,290.0,50.0,,,
2017-04-20,6,10.0,,0.5,290.0,51.0,0.0,0.0,
2017-04-20,7,10.1,,1.6,20.0,54.0,0.0,0.08,
2017-04-20,8,10.9,,1.9,70.0,50.0,0.0,0.32,
2017-04-20,9,12.1,,1.5,50.0,47.0,0.0,0.55,
2017-04-20,10,12.5,,1.6,70.0,44.0,0.0,0.49,
2017-04-20,11,13.3,,2.1,20.0,42.0,0.0,0.59,
2017-04-20,12,15.5,,1.3,90.0,33.0,0.0,1.16,
2017-04-20,13,17.2,,2.1,160.0,32.0,0.7,1.88,
2017-04-20,14,18.1,,1.8,230.0,31.0,0.7,1.74,
2017-04-20,15,17.7,,2.3,290.0,32.0,0.1,1.11,
2017-04-20,16,17.2,,4.0,250.0,32.0,0.1,0.76,
2017-04-20,17,16.7,,3.9,230.0,36.0,0.4,0.9,
2017-04-20,18,15.3,,3.3,270.0,40.0,0.3,0.47,
2017-04-20,19,14.0,,4.3,290.0,44.0,0.3,0.2,
2017-04-20,20,12.9,,3.4,290.0,48.0,0.0,0.02,
2017-04-20,21,11.8,,2.5,270.0,53.0,,,
2017-04-20,22,11.1,,2.9,290.0,55.0,,,
2017-04-20,23,10.5,,3.4,270.0,59.0,,,
2017-04-21,0,9.9,,1.6,290.0,62.0,,,
2017-04-21,1,9.2,,0.4,0.0,62.0,,,
2017-04-21,2,8.9,,1.4,270.0,62.0,,,
2017-04-21,3,8.7,,1.0,320.0,66.0,,,
2017-04-21,4,8.2,,0.4,0.0,71.0,,,
2017-04-21,5,7.9,,0.3,0.0,75.0,,,
2017-04-21,6,7.6,,0.2,0.0,76.0,0.0,0.01,
2017-04-21,7,8.1,,0.4,0.0,70.0,0.4,0.23,
2017-04-21,8,10.1,,0.4,0.0,60.0,1.0,0.76,
2017-04-21,9,12.7,,0.9,250.0,52.0,1.0,1.34,
2017-04-21,10,15.0,,1.4,200.0,50.0,1.0,1.92,
2017-04-21,11,16.6,,1.9,230.0,44.0,1.0,2.32,
2017-04-21,12,18.2,,2.7,200.0,39.0,1.0,2.64,
2017-04-21,13,18.5,,3.5,270.0,33.0,1.0,2.75,
2017-04-21,14,18.8,,3.8,250.0,41.0,1.0,2.16,
2017-04-21,15,18.5,,4.2,250.0,38.0,0.9,1.63,
2017-04-21,16,17.5,,3.7,270.0,46.0,0.1,1.05,
2017-04-21,17,16.8,,3.6,270.0,49.0,0.0,0.55,
2017-04-21,18,15.9,,3.5,270.0,47.0,0.0,0.51,
2017-04-21,19,14.5,,2.9,290.0,54.0,0.1,0.24,
2017-04-21,20,13.1,,2.7,290.0,60.0,0.0,0.01,
2017-04-21,21,12.3,,2.3,270.0,63.0,,,
2017-04-21,22,11.7,,1.9,270.0,67.0,,,
2017-04-21,23,11.0,,0.9,270.0,72.0,,,
2017-04-22,0,10.6,,0.2,0.0,71.0,,,
2017-04-22,1,10.3,,0.3,0.0,76.0,,,
2017-04-22,2,9.7,,0.2,0.0,76.0,,,
2017-04-22,3,9.4,,1.4,270.0,82.0,,,
2017-04-22,4,9.1,,1.2,270.0,83.0,,,
2017-04-22,5,8.7,,0.7,270.0,85.0,,,
2017-04-22,6,8.6,,1.0,360.0,85.0,0.0,0.01,
2017-04-22,7,8.9,,0.9,20.0,77.0,0.6,0.26,
2017-04-22,8,11.2,,0.8,360.0,67.0,1.0,0.85,
2017-04-22,9,13.8,,0.3,0.0,54.0,1.0,1.44,
2017-04-22,10,15.6,,2.7,320.0,49.0,1.0,2.03,
2017-04-22,11,17.6,,1.7,70.0,42.0,1.0,2.25,
2017-04-22,12,19.8,,1.8,250.0,29.0,1.0,2.58,
2017-04-22,13,20.4,,2.7,290.0,22.0,1.0,2.39,
2017-04-22,14,21.6,,3.4,270.0,21.0,1.0,2.66,
2017-04-22,15,22.3,,2.0,360.0,20.0,1.0,2.57,
2017-04-22,16,21.8,,4.0,290.0,23.0,1.0,2.14,
2017-04-22,17,20.3,,4.7,270.0,25.0,1.0,1.56,
2017-04-22,18,18.8,,4.3,270.0,28.0,1.0,0.83,
2017-04-22,19,16.4,,4.2,290.0,33.0,0.8,0.25,
2017-04-22,20,14.7,,3.1,270.0,37.0,0.0,0.01,
2017-04-22,21,14.1,,3.0,270.0,37.0,,,
2017-04-22,22,13.3,,1.8,290.0,44.0,,,
2017-04-22,23,12.2,,1.2,290.0,50.0,,,
2017-04-23,0,11.6,,0.6,340.0,52.0,,,
2017-04-23,1,11.2,,1.6,270.0,55.0,,,
2017-04-23,2,10.6,,1.5,270.0,58.0,,,
2017-04-23,3,10.2,,1.3,270.0,63.0,,,
2017-04-23,4,9.9,,1.4,270.0,68.0,,,
2017-04-23,5,9.5,,0.8,340.0,73.0,,,
2017-04-23,6,8.9,,0.2,0.0,75.0,0.0,0.01,
2017-04-23,7,9.3,,0.2,0.0,67.0,0.7,0.26,
2017-04-23,8,12.1,,1.9,160.0,58.0,1.0,0.85,
2017-04-23,9,14.2,,1.8,200.0,51.0,1.0,1.47,
2017-04-23,10,16.9,,1.8,200.0,35.0,1.0,2.08,
2017-04-23,11,18.9,,2.0,200.0,30.0,1.0,2.58,
2017-04-23,12,20.5,,2.8,230.0,22.0,1.0,2.88,
2017-04-23,13,20.8,,4.6,230.0,18.0,1.0,2.98,
2017-04-23,14,21.1,,6.0,200.0,19.0,1.0,2.91,
2017-04-23,15,21.1,,5.6,230.0,21.0,1.0,2.63,
2017-04-23,16,20.8,,5.1,230.0,22.0,1.0,2.11,
2017-04-23,17,19.8,,5.3,230.0,21.0,1.0,1.57,
2017-04-23,18,18.3,,5.2,270.0,24.0,1.0,0.92,
2017-04-23,19,16.5,,3.4,270.0,29.0,0.9,0.29,
2017-04-23,20,15.0,,2.7,270.0,30.0,0.0,0.01,
2017-04-23,21,14.0,,2.7,270.0,30.0,,,
2017-04-23,22,13.4,,2.1,250.0,31.0,,,
2017-04-23,23,12.5,,1.4,250.0,32.0,,,
2017-04-24,0,12.1,,1.8,250.0,34.0,,,
2017-04-24,1,11.0,,0.4,0.0,42.0,,,
2017-04-24,2,10.4,,0.6,160.0,42.0,,,
2017-04-24,3,10.1,,0.0,0.0,44.0,,,
2017-04-24,4,9.5,,0.5,50.0,49.0,,,
2017-04-24,5,8.9,,1.4,20.0,53.0,,,
2017-04-24,6,8.3,,1.6,50.0,55.0,0.0,0.01,
2017-04-24,7,8.7,,1.7,50.0,50.0,0.9,0.3,
2017-04-24,8,12.2,,1.9,50.0,42.0,1.0,0.85,
2017-04-24,9,14.8,,1.9,70.0,37.0,1.0,1.34,
2017-04-24,10,17.6,,2.3,180.0,30.0,1.0,2.08,
2017-04-24,11,19.1,,3.9,180.0,24.0,1.0,2.46,
2017-04-24,12,20.2,,2.9,200.0,23.0,1.0,2.66,
2017-04-24,13,21.1,,3.5,230.0,22.0,1.0,2.67,
2017-04-24,14,20.8,,5.1,230.0,25.0,1.0,2.78,
2017-04-24,15,20.0,,4.9,250.0,24.0,1.0,1.97,
2017-04-24,16,20.1,,4.5,230.0,25.0,1.0,1.92,
2017-04-24,17,20.3,,4.1,250.0,24.0,1.0,1.54,
2017-04-24,18,18.5,,4.5,250.0,27.0,1.0,0.77,
2017-04-24,19,16.5,,,,31.0,0.2,0.2,
2017-04-24,20,15.5,,3.4,270.0,45.0,0.0,0.01,
2017-04-24,21,14.7,,2.4,270.0,50.0,,,
2017-04-24,22,14.0,,1.4,180.0,47.0,,,
2017-04-24,23,14.3,,,,49.0,,,
2017-04-25,0,14.1,,,,55.0,,,
2017-04-25,1,14.0,,,,52.0,,,
2017-04-25,2,14.0,,,,50.0,,,
2017-04-25,3,13.5,,0.9,250.0,52.0,,,
2017-04-25,4,13.7,,1.0,180.0,48.0,,,
2017-04-25,5,13.5,,0.5,270.0,49.0,,,
2017-04-25,6,13.2,,0.9,20.0,55.0,0.0,0.01,
2017-04-25,7,13.2,,0.5,20.0,52.0,0.0,0.19,
2017-04-25,8,15.1,,4.2,230.0,63.0,0.0,0.38,
2017-04-25,9,15.7,,2.7,230.0,61.0,0.6,0.8,
2017-04-25,10,16.8,,3.2,180.0,61.0,1.0,1.58,
2017-04-25,11,18.6,,3.2,230.0,56.0,1.0,2.0,
2017-04-25,12,19.4,,4.9,230.0,55.0,1.0,2.64,
2017-04-25,13,20.1,,4.9,250.0,52.0,1.0,2.35,
2017-04-25,14,20.3,,4.0,230.0,51.0,0.1,1.68,
2017-04-25,15,19.8,,4.2,250.0,48.0,,,
2017-04-25,16,19.6,,3.4,250.0,44.0,,,
2017-04-25,17,18.8,,2.5,250.0,52.0,,,
2017-04-25,18,17.8,,3.6,270.0,53.0,0.0,0.33,
2017-04-25,19,16.9,,2.4,290.0,55.0,,,
2017-04-25,20,15.2,,3.6,290.0,64.0,0.0,0.0,
2017-04-25,21,14.7,,2.3,290.0,68.0,,,
2017-04-25,22,14.1,,3.1,270.0,68.0,,,
2017-04-25,23,13.8,,3.2,320.0,69.0,,,
2017-04-26,0,14.1,,1.5,230.0,62.0,,,
2017-04-26,1,13.6,,2.2,290.0,70.0,,,
2017-04-26,2,13.2,,2.2,270.0,71.0,,,
2017-04-26,3,12.8,,1.9,270.0,76.0,,,
2017-04-26,4,12.2,,3.0,290.0,76.0,,,
2017-04-26,5,11.6,,2.0,320.0,73.0,,,
2017-04-26,6,10.9,,2.0,320.0,61.0,0.0,0.01,
2017-04-26,7,10.7,,2.0,290.0,45.0,0.7,0.32,
2017-04-26,8,12.4,,2.0,290.0,35.0,1.0,0.97,
2017-04-26,9,14.4,,3.1,290.0,32.0,1.0,1.68,
2017-04-26,10,16.4,,4.1,320.0,26.0,1.0,2.29,
2017-04-26,11,18.1,,3.5,360.0,17.0,1.0,2.83,
2017-04-26,12,19.4,,2.5,360.0,16.0,1.0,3.11,
2017-04-26,13,19.2,,4.0,340.0,16.0,1.0,3.26,
2017-04-26,14,19.7,,4.6,290.0,16.0,1.0,3.14,
2017-04-26,15,19.9,,4.8,340.0,15.0,1.0,2.75,
2017-04-26,16,19.6,,5.0,270.0,22.0,1.0,2.28,
2017-04-26,17,18.9,,4.4,270.0,22.0,1.0,1.59,
2017-04-26,18,17.8,,4.7,270.0,25.0,1.0,0.99,
2017-04-26,19,16.1,,4.3,270.0,24.0,0.9,0.32,
2017-04-26,20,14.6,,3.8,270.0,29.0,0.0,0.01,
2017-04-26,21,13.9,,1.8,320.0,25.0,,,
2017-04-26,22,13.1,,2.1,290.0,31.0,,,
2017-04-26,23,12.3,,3.7,320.0,35.0,,,
2017-04-27,0,11.7,,3.1,340.0,38.0,,,
2017-04-27,1,11.0,,2.8,320.0,42.0,,,
2017-04-27,2,10.8,,3.8,340.0,45.0,,,
2017-04-27,3,9.9,,2.6,270.0,49.0,,,
2017-04-27,4,9.2,,1.8,270.0,53.0,,,
2017-04-27,5,8.5,,1.5,290.0,55.0,,,
2017-04-27,6,7.9,,1.0,250.0,55.0,0.0,0.02,
2017-04-27,7,9.1,,2.2,290.0,53.0,0.9,0.32,
2017-04-27,8,11.2,,1.8,290.0,44.0,1.0,0.94,
2017-04-27,9,13.4,,2.8,340.0,35.0,1.0,1.6,
2017-04-27,10,14.9,,2.5,290.0,33.0,1.0,2.26,
2017-04-27,11,17.0,,4.2,270.0,24.0,1.0,2.72,
2017-04-27,12,18.2,,4.8,290.0,21.0,1.0,3.09,
2017-04-27,13,18.8,,3.8,270.0,23.0,1.0,2.95,
2017-04-27,14,19.2,,5.4,270.0,23.0,1.0,3.04,
2017-04-27,15,19.4,,5.9,270.0,21.0,1.0,2.76,
2017-04-27,16,18.6,,5.8,270.0,22.0,1.0,2.28,
2017-04-27,17,17.9,,4.5,250.0,24.0,1.0,1.67,
2017-04-27,18,16.6,,5.0,230.0,25.0,1.0,0.96,
2017-04-27,19,15.0,,4.4,230.0,35.0,0.9,0.32,
2017-04-27,20,13.3,,3.1,250.0,48.0,0.0,0.01,
2017-04-27,21,12.3,,3.3,250.0,57.0,,,
2017-04-27,22,11.7,,2.9,230.0,65.0,,,
2017-04-27,23,11.1,,2.3,200.0,72.0,,,
2017-04-28,0,10.9,,2.1,200.0,71.0,,,
2017-04-28,1,10.7,,2.4,230.0,72.0,,,
2017-04-28,2,10.5,,2.4,200.0,73.0,,,
2017-04-28,3,10.1,,1.6,110.0,73.0,,,
2017-04-28,4,9.5,,0.7,70.0,76.0,,,
2017-04-28,5,9.2,,2.2,90.0,77.0,,,
2017-04-28,6,9.0,,1.1,20.0,79.0,0.0,0.02,
2017-04-28,7,9.5,,1.5,50.0,72.0,0.6,0.3,
2017-04-28,8,11.4,,0.7,20.0,59.0,0.9,0.66,
2017-04-28,9,14.4,,2.1,180.0,49.0,1.0,1.44,
2017-04-28,10,16.7,,3.9,200.0,39.0,1.0,2.09,
2017-04-28,11,18.7,,4.6,200.0,34.0,1.0,2.25,
2017-04-28,12,20.1,,5.0,230.0,32.0,1.0,2.88,
2017-04-28,13,20.9,,5.3,200.0,29.0,1.0,3.09,
2017-04-28,14,20.9,,4.2,230.0,33.0,1.0,2.91,
2017-04-28,15,20.3,,4.8,200.0,34.0,1.0,2.17,
2017-04-28,16,19.6,,4.2,200.0,36.0,1.0,2.1,
2017-04-28,17,18.3,,4.3,230.0,43.0,1.0,1.49,
